0,6,25,0,0,4,1,10,1,0,6
6,0,17,15,5,16,18,17,8,5,15
25,17,0,8,25,12,12,16,4,11,15
0,15,8,0,18,0,0,2,5,1,13
0,5,25,18,0,0,0,12,6,7,20
4,16,12,0,0,0,14,4,6,3,15
1,18,12,0,0,14,0,20,6,20,6
10,17,16,2,12,4,20,0,2,12,8
1,8,4,5,6,6,6,2,0,2,4
0,5,11,1,7,3,20,12,2,0,4
6,15,15,13,20,15,6,8,4,4,0
